0	[E11] udornice [E12] so [E21] površinske kraške oblike [E22], ki nastanejo s podiranjem stropa v podzemnih jamah z aktivnim vodnim tokom, ko se zniža gladina podzemne vode (stepišnik, 2006).	9	cause	effect	1
0	[E11] udornice [E12] so [E21] površinske kraške oblike [E22], ki nastanejo s podiranjem stropa v podzemnih jamah z aktivnim vodnim tokom, ko se zniža gladina podzemne vode (stepišnik, 2006).	13	entity	origin	1
1	[E11] udornice [E12] so [E21] kraške globeli [E22], ki nastanejo z udori stropov nad podzemnimi votlinami.	9	cause	effect	1
1	[E11] udornice [E12] so [E21] kraške globeli [E22], ki nastanejo z udori stropov nad podzemnimi votlinami.	13	entity	origin	1
2	[E11] udornice [E12] so zaprte [E21] kraške globeli [E22] različnih dimenzij in oblik, ki so nastale z udori stropov nad podzemnimi votlinami. različnih	9	cause	effect	1
2	[E11] udornice [E12] so zaprte [E21] kraške globeli [E22] različnih dimenzij in oblik, ki so nastale z udori stropov nad podzemnimi votlinami. različnih	13	entity	origin	1
3	[E11] udornice [E12] so večje [E21] kraške kotanje [E22], ki so nastale zaradi rušenja stropa, zato imajo strma pobočja.	9	cause	effect	1
4	[E11] udornice [E12] so [E21] površinske kraške oblike [E22], ki so nastale s spelogenetskimi procesi (mihevc, 2009).	9	cause	effect	1
4	[E11] udornice [E12] so [E21] površinske kraške oblike [E22], ki so nastale s spelogenetskimi procesi (mihevc, 2009).	13	entity	origin	1
5	[E11] udornice [E12] so izrazita [E21] površinska reliefna oblika [E22], ki pa ima svoj izvor v podzemnem dogajanju.	9	cause	effect	1
5	[E11] udornice [E12] so izrazita [E21] površinska reliefna oblika [E22], ki pa ima svoj izvor v podzemnem dogajanju.	13	entity	origin	1
6	[E11] udornice [E12] so [E21] površinske kraške globeli [E22] različnih oblik in velikosti, katerih nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje, bodisi z nenadnimi udori nad jamskimi prostori, bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi (stepišnik, 2001). različnih	9	cause	effect	1
6	[E11] udornice [E12] so [E21] površinske kraške globeli [E22] različnih oblik in velikosti, katerih nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje, bodisi z nenadnimi udori nad jamskimi prostori, bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi (stepišnik, 2001). različnih	13	entity	origin	1
7	[E11] udornice [E12] so zaprte centrične [E21] globeli [E22] na krasu.	13	entity	origin	1
8	[E11] jama [E12] je [E21] korozijska razpoka [E22] s premerom večjim od 5 – 15 milimetrov (williams, 1989; cv: hribernik, 2005).	9	cause	effect	1
9	[E11] jame [E12] so [E21] podzemni kanali [E22], ki jih je izoblikovala tekoča voda s procesom korozije.	9	cause	effect	1
9	[E11] jame [E12] so [E21] podzemni kanali [E22], ki jih je izoblikovala tekoča voda s procesom korozije.	13	entity	origin	1
10	[E11] jame so [E12] [E21] podzemni kanali [E22], ki jih je naredila skozi kras tekoča voda.	9	cause	effect	1
10	[E11] jame so [E12] [E21] podzemni kanali [E22], ki jih je naredila skozi kras tekoča voda.	13	entity	origin	1
11	[E11] fluvioglacialni vršaj [E12] je prodno-peščena [E21] nasutina [E22] stožčaste oblike, ki nastane pred čelom mirujočega ledenika.	9	cause	effect	1
12	[E11] vršaji [E12] na kontaktnem krasu niso tipične [E21] površinske globeli [E22] kontaktnega krasa, kot so na primer slepe doline ali ponorni zatrepi.	13	entity	origin	1
13	[E11] vršaji [E12] na krasu niso tipične [E21] površinske globeli [E22], kot so ostale oblike kontaktnega krasa, ki nastanejo s korozijo karbonatov.	13	entity	origin	1
14	[E11] reliktni vršaji [E12] so značilne [E21] oblike kontaktnega krasa [E22], ki nastanejo s postopno denudacijo flišne naplavine in kemično denudacijo karbonatne podlage na območjih vršajev.	9	cause	effect	1
14	[E11] reliktni vršaji [E12] so značilne [E21] oblike kontaktnega krasa [E22], ki nastanejo s postopno denudacijo flišne naplavine in kemično denudacijo karbonatne podlage na območjih vršajev.	13	entity	origin	1
16	[E11] požiralnik [E12], ponikva oziroma ponor je lijakasta [E21] odprtina [E22] v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje.	13	entity	origin	1
17	[E11] udornice [E12] so [E21] površinske kraške globeli [E22] različnih oblik in velikosti, katerih nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje, bodisi z nenadnimi udori nad jamskimi prostori, bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi (stepišnik, 2001). različnih	9	cause	effect	1
18	slovenska kraška terminologija (1973) [E11] jamo [E12] definira kot [E21] prehodno podzemeljsko votlino [E22], ki je lahko vodoravna ali navpična.	13	entity	origin	1
19	[E11] požiralnik [E12], ponikva oziroma ponor je lijakasta [E21] odprtina [E22] v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje.	13	entity	origin	1
20	[E11] slepa dolina [E12] je ena od najpogostejših oblik kontaktnega krasa. to je [E21] dolina [E22], ki jo oblikujejo fluvialni procesi, ki se končajo ob vznožju prepadnega ali strmega pobočja, kjer reka, ki je dolino izdolbla, ponika v jamski sistem.	9	cause	effect	1
20	[E11] slepa dolina [E12] je ena od najpogostejših oblik kontaktnega krasa. to je [E21] dolina [E22], ki jo oblikujejo fluvialni procesi, ki se končajo ob vznožju prepadnega ali strmega pobočja, kjer reka, ki je dolino izdolbla, ponika v jamski sistem.	13	entity	origin	1
21	[E11] zatrepna dolina [E12] je značilna [E21] površinska oblika [E22] izvirnega kontaktnega krasa, ki nastane na območju izvirov, kjer vode pritekajo iz kraške kamnine.	9	cause	effect	1
21	[E11] zatrepna dolina [E12] je značilna [E21] površinska oblika [E22] izvirnega kontaktnega krasa, ki nastane na območju izvirov, kjer vode pritekajo iz kraške kamnine.	13	entity	origin	1
22	posebna [E11] reliefna oblika [E12], ki kaže na akumulacijo, so tako imenovani [E21] reliktni vršaji [E22] (stepišnik et al, 2007) oziroma psevdovršaji (gams, 2004). pri reliktnih vršajih je prišlo, v primerjavi s " pravimi " vršaji, do prekinitve fluvialne akumulacije alohtonega materiala ter postopnega preoblikovanja te oblike z denudacijo alohtonih nanosov v obliko na karbonatni podlagi. v karbonatni kamnini so se ohranile oblike vršajev, ki so bili nekoč razviti na tem površju (stepišnik et al, 2007). 	10	effect	cause	2
23	posebna [E11] reliefna oblika [E12], ki kaže na akumulacijo, so tako imenovani reliktni vršaji (stepišnik et al, 2007) oziroma [E21] psevdovršaji [E22] (gams, 2004). pri reliktnih vršajih je prišlo, v primerjavi s " pravimi " vršaji, do prekinitve fluvialne akumulacije alohtonega materiala ter postopnega preoblikovanja te oblike z denudacijo alohtonih nanosov v obliko na karbonatni podlagi. v karbonatni kamnini so se ohranile oblike vršajev, ki so bili nekoč razviti na tem površju (stepišnik et al, 2007). 	10	effect	cause	2
